Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,price/km,luxury,eco,relative_age
BMW,Rare,2015,Crossover,77791.0,2000.0,Petrol,Automatic,25999.0,7,11113.0,0.3342160404159864,no,no,kind_old
Volkswagen,Passat,2010,Universal,188116.0,1400.0,Metan/Propan,Automatic,8499.0,12,15676.333333333334,0.04517957005252078,no,no,old
BMW,5 Series,1998,Sedan,200000.0,2800.0,Metan/Propan,Automatic,5399.0,24,8333.333333333334,0.026995,no,no,old
BMW,X5,2015,SUV,162000.0,2000.0,Plug-in Hybrid,Automatic,30300.0,7,23142.85714285714,0.18703703703703703,no,yes,kind_old
Hyundai,Rare,2016,Hatchback,173429.0,1500.0,Hybrid,Automatic,14699.0,6,28904.83333333333,0.08475514475664393,no,yes,kind_old
Volkswagen,Golf,2008,Universal,223704.0,1400.0,Petrol,Automatic,5799.0,14,15978.857142857143,0.02592264778457247,no,no,old
Audi,A6,2008,Sedan,191930.0,2000.0,Petrol,Manual,10999.0,14,13709.285714285714,0.05730735163861825,no,no,old
Audi,A6,2008,Sedan,265524.0,2000.0,Petrol,Manual,8299.0,14,18966.0,0.03125517843961374,no,no,old
Renault,Laguna,2006,Sedan,340992.0,2200.0,Diesel,Automatic,4699.0,16,21312.0,0.013780381944444444,no,no,old
Honda,CR-V,2018,Crossover,22656.0,1500.0,Petrol,Automatic,19899.0,4,5664.0,0.8783103813559322,no,no,kind_old
Renault,Clio,2003,Hatchback,278452.0,1500.0,Diesel,Manual,1999.0,19,14655.368421052632,0.007178975191415396,no,no,old
Nissan,X-Trail,2015,Crossover,125275.0,1600.0,Diesel,Automatic,14199.0,7,17896.428571428572,0.1133426461784075,no,no,kind_old
Nissan,Qashqai,2014,Crossover,140000.0,1600.0,Diesel,Manual,11999.0,8,17500.0,0.08570714285714286,no,no,kind_old
Dacia,Rare,2016,Universal,180000.0,1500.0,Diesel,Manual,7999.0,6,30000.0,0.04443888888888889,no,no,kind_old
Volkswagen,Touran,2014,Universal,166616.0,1400.0,Metan/Propan,Automatic,7499.0,8,20827.0,0.04500768233542997,no,no,kind_old
Opel,Astra,2004,Universal,252164.0,1400.0,Petrol,Manual,4699.0,18,14009.111111111111,0.018634698053647626,no,no,old
Volkswagen,Passat,2011,Sedan,216190.0,1600.0,Diesel,Manual,10599.0,11,19653.636363636364,0.04902631944123225,no,no,old
Audi,Rare,2016,Crossover,182208.0,2000.0,Diesel,Automatic,19999.0,6,30368.0,0.10975917632595715,no,no,kind_old
Renault,Grand Scenic,2010,Universal,217962.0,1500.0,Diesel,Automatic,6899.0,12,18163.5,0.03165230636532974,no,no,old
Opel,Astra,2011,Universal,185363.0,1300.0,Diesel,Manual,6599.0,11,16851.18181818182,0.03560041648009581,no,no,old
Dacia,Sandero,2014,Hatchback,65363.0,900.0,Petrol,Manual,5199.0,8,8170.375,0.0795404127717516,no,no,kind_old
Toyota,Rare,2012,Universal,209327.0,1800.0,Hybrid,Automatic,9499.0,10,20932.7,0.04537876145934352,no,yes,kind_old
BMW,Rare,2016,Crossover,71637.0,2000.0,Petrol,Automatic,24499.0,6,11939.5,0.34198807878610216,no,no,kind_old
Renault,Megane,2013,Hatchback,286914.0,1500.0,Diesel,Manual,5499.0,9,31879.33333333333,0.01916602187415044,no,no,kind_old
Opel,Zafira,2007,Universal,324620.0,1600.0,Metan/Propan,Manual,5499.0,15,21641.33333333333,0.016939806543034935,no,no,old
BMW,X3,2013,Crossover,152100.0,2000.0,Diesel,Automatic,19799.0,9,16900.0,0.13017094017094016,no,no,kind_old
Audi,Q5,2011,Crossover,148177.0,2000.0,Diesel,Automatic,17999.0,11,13470.636363636364,0.12146959379660811,no,no,old
Audi,A6,2015,Sedan,50583.0,2000.0,Petrol,Automatic,20499.0,7,7226.142857142857,0.4052547298499496,no,no,kind_old
Nissan,Rare,2012,Crossover,205598.0,2500.0,Diesel,Automatic,12899.0,10,20559.8,0.06273893714919405,yes,no,kind_old
Skoda,Superb,2008,Sedan,220161.0,1400.0,Petrol,Manual,8699.0,14,15725.785714285714,0.03951199349566908,no,no,old
Toyota,Rav 4,2013,Crossover,172138.0,2200.0,Diesel,Manual,16899.0,9,19126.444444444445,0.09817123470703738,yes,no,kind_old
Infiniti,Rare,2006,Crossover,105374.0,3500.0,Metan/Propan,Automatic,11099.0,16,6585.875,0.10532958794389508,no,no,old
Skoda,Octavia,2014,Universal,142078.0,1800.0,Petrol,Automatic,13299.0,8,17759.75,0.09360351356297245,no,no,kind_old
Mitsubishi,Rare,2012,Crossover,102084.0,1600.0,Petrol,Manual,9399.0,10,10208.4,0.09207123545315622,no,no,kind_old
Volkswagen,Passat,2015,Sedan,140253.0,1400.0,Plug-in Hybrid,Automatic,15499.0,7,20036.14285714286,0.11050744012605791,no,yes,kind_old
Land Rover,Rare,1999,Crossover,268661.0,2500.0,Diesel,Automatic,6999.0,23,11680.91304347826,0.026051417957947003,no,no,old
Honda,CR-V,2007,Crossover,220994.0,2200.0,Diesel,Manual,9999.0,15,14732.933333333332,0.0452455722779804,no,no,old
KIA,Rare,2015,Hatchback,138257.0,100.0,Electric,Automatic,11999.0,7,19751.0,0.08678764908829209,no,yes,kind_old
Toyota,Prius,2009,Hatchback,258000.0,1800.0,Hybrid,Automatic,6799.0,13,19846.153846153848,0.026352713178294573,no,yes,old
Ford,Fiesta,2016,Hatchback,153000.0,1500.0,Diesel,Manual,6700.0,6,25500.0,0.04379084967320261,no,no,kind_old
Volkswagen,Sharan,2011,Universal,157000.0,1400.0,Petrol,Automatic,10499.0,11,14272.727272727272,0.06687261146496816,no,no,old
Toyota,Prius,2012,Hatchback,153545.0,1800.0,Plug-in Hybrid,Automatic,9999.0,10,15354.5,0.06512097430720636,no,yes,kind_old
Land Rover,Rare,2012,Crossover,219754.0,3000.0,Diesel,Automatic,20999.0,10,21975.4,0.09555684993219692,yes,no,kind_old
KIA,Sportage,2020,Crossover,4204.0,1600.0,Petrol,Automatic,21999.0,2,2102.0,5.232873453853473,no,no,kind_old
Nissan,Qashqai,2011,Crossover,174615.0,1500.0,Diesel,Manual,9299.0,11,15874.09090909091,0.05325430232225181,no,no,old
Mitsubishi,Outlander,2014,Crossover,209172.0,2000.0,Plug-in Hybrid,Automatic,12999.0,8,26146.5,0.06214502897137284,no,yes,kind_old
Fiat,Rare,2012,Hatchback,148740.0,1400.0,Petrol,Manual,7199.0,10,14874.0,0.04839989242974318,no,no,kind_old
Volkswagen,Passat,2011,Universal,197397.0,1600.0,Diesel,Manual,12899.0,11,17945.18181818182,0.06534547130908777,no,no,old
Skoda,Superb,2017,Sedan,146357.0,2000.0,Petrol,Automatic,21999.0,5,29271.4,0.15031054203078772,no,no,kind_old
BMW,X3,2008,Crossover,283998.0,2000.0,Diesel,Automatic,11999.0,14,20285.571428571428,0.0422502975373066,no,no,old
Audi,Rare,2017,Crossover,18000.0,2000.0,Petrol,Automatic,19699.0,5,3600.0,1.0943888888888889,no,no,kind_old
Ford,Rare,2016,Coupe,79323.0,2300.0,Petrol,Automatic,21499.0,6,13220.5,0.27103110068958564,yes,no,kind_old
Honda,CR-V,2012,Crossover,113341.0,2000.0,Petrol,Automatic,14499.0,10,11334.1,0.12792369927916641,no,no,kind_old
Honda,CR-V,2004,Crossover,185273.0,2000.0,Petrol,Manual,7899.0,18,10292.944444444443,0.04263438277568777,no,no,old
Audi,Q5,2016,Crossover,52114.0,2000.0,Petrol,Automatic,21999.0,6,8685.666666666666,0.4221322485320643,no,no,kind_old
Audi,A6,2016,Sedan,54687.0,2000.0,Petrol,Automatic,22999.0,6,9114.5,0.4205569879496041,no,no,kind_old
Skoda,Octavia,2010,Universal,190735.0,1800.0,Petrol,Automatic,7899.0,12,15894.583333333334,0.04141347943481794,no,no,old
Renault,Megane,2010,Universal,208134.0,1500.0,Diesel,Automatic,6299.0,12,17344.5,0.03026415674517378,no,no,old
Volkswagen,Jetta,2013,Sedan,180972.0,1400.0,Hybrid,Automatic,8999.0,9,20108.0,0.049725924452401475,no,yes,kind_old
Dacia,Logan Mcv,2009,Universal,300000.0,1600.0,Petrol,Manual,3999.0,13,23076.92307692308,0.01333,no,no,old
Toyota,Auris,2013,Universal,171159.0,1400.0,Diesel,Manual,9399.0,9,19017.666666666668,0.054913852032320826,no,no,kind_old
Mercedes,Rare,2008,Crossover,180000.0,4664.0,Petrol,Automatic,13999.0,14,12857.142857142857,0.07777222222222223,yes,no,old
Toyota,Corolla,2005,Hatchback,239770.0,1400.0,Diesel,Manual,5499.0,17,14104.117647058823,0.022934478875589106,no,no,old
Volkswagen,Rare,2011,Coupe,165441.0,1400.0,Petrol,Manual,8499.0,11,15040.09090909091,0.051371788129907336,no,no,old
Volkswagen,Passat,2013,Sedan,207254.0,1600.0,Diesel,Automatic,11999.0,9,23028.222222222223,0.05789514315767126,no,no,kind_old
Subaru,Rare,2013,Roadster,148000.0,2000.0,Petrol,Manual,12299.0,9,16444.444444444445,0.08310135135135135,no,no,kind_old
Skoda,Superb,2016,Sedan,141000.0,2000.0,Diesel,Automatic,21999.0,6,23500.0,0.1560212765957447,no,no,kind_old
BMW,3 Series,2001,Sedan,302711.0,1895.0,Metan/Propan,Automatic,4799.0,21,14414.809523809525,0.015853404732566707,no,no,old
Skoda,Rapid,2012,Sedan,98281.0,1400.0,Petrol,Automatic,6999.0,10,9828.1,0.07121417160997548,no,no,kind_old
Daewoo,Rare,2003,Sedan,214732.0,2000.0,Petrol,Manual,3299.0,19,11301.684210526317,0.015363336624257214,no,no,old
Dacia,Logan Mcv,2009,Universal,419025.0,1400.0,Metan/Propan,Manual,3399.0,13,32232.69230769231,0.008111687846787185,no,no,old
Mitsubishi,Outlander,2019,Crossover,7252.0,2000.0,Plug-in Hybrid,Automatic,24999.0,3,2417.333333333333,3.4471869829012687,no,yes,kind_old
Renault,Kangoo,2014,Minivan,252148.0,1500.0,Diesel,Manual,6699.0,8,31518.5,0.026567730063296158,no,no,kind_old
BMW,5 Series,2017,Sedan,145000.0,2000.0,Diesel,Automatic,28499.0,5,29000.0,0.1965448275862069,no,no,kind_old
KIA,Sorento,2016,Crossover,147842.0,2400.0,Petrol,Automatic,17999.0,6,24640.33333333333,0.12174483570298021,yes,no,kind_old
Volkswagen,Touran,2011,Universal,165794.0,1400.0,Petrol,Manual,8699.0,11,15072.181818181818,0.0524687262506484,no,no,old
Chevrolet,Rare,2014,Sedan,57418.0,1400.0,Petrol,Automatic,7199.0,8,7177.25,0.1253788010728343,no,no,kind_old
Volkswagen,Touran,2011,Minivan,135000.0,1400.0,Petrol,Manual,8299.0,11,12272.727272727272,0.06147407407407408,no,no,old
Nissan,Qashqai+2,2011,Crossover,142001.0,1500.0,Diesel,Manual,9899.0,11,12909.181818181818,0.06971077668467124,no,no,old
Dacia,Logan Mcv,2014,Universal,169003.0,1500.0,Diesel,Manual,6699.0,8,21125.375,0.03963834961509559,no,no,kind_old
Renault,Megane,2011,Universal,162000.0,1500.0,Diesel,Manual,6199.0,11,14727.272727272728,0.038265432098765435,no,no,old
Porsche,Rare,2017,Crossover,44756.0,3000.0,Petrol,Automatic,44900.0,5,8951.2,1.0032174457056038,yes,no,kind_old
Opel,Meriva,2011,Hatchback,129421.0,1300.0,Diesel,Manual,6299.0,11,11765.545454545454,0.048670617596835136,no,no,old
Nissan,Qashqai+2,2010,Crossover,168913.0,1500.0,Diesel,Manual,9499.0,12,14076.083333333334,0.05623605051120991,no,no,old
Audi,A8,2008,Sedan,208312.0,2800.0,Petrol,Automatic,12499.0,14,14879.42857142857,0.060001344137639696,yes,no,old
Dacia,Lodgy,2013,Universal,208577.0,1500.0,Diesel,Manual,6799.0,9,23175.222222222223,0.032597074461709584,no,no,kind_old
BMW,7 Series,2017,Sedan,55000.0,2993.0,Diesel,Automatic,59900.0,5,11000.0,1.089090909090909,yes,no,kind_old
Opel,Astra,2015,Universal,170950.0,1400.0,Petrol,Manual,7999.0,7,24421.42857142857,0.04679145949107926,no,no,kind_old
Toyota,Prius,2011,Hatchback,209000.0,1800.0,Hybrid,Automatic,7099.0,11,19000.0,0.03396650717703349,no,yes,old
Nissan,Qashqai+2,2011,Crossover,220000.0,1500.0,Diesel,Manual,8999.0,11,20000.0,0.04090454545454546,no,no,old
Toyota,Avalon,2016,Sedan,170575.0,2500.0,Hybrid,Automatic,18499.0,6,28429.166666666668,0.10845082808148908,yes,yes,kind_old
Toyota,Rav 4,2015,Crossover,186418.0,2200.0,Diesel,Automatic,18799.0,7,26631.14285714286,0.10084326620819878,yes,no,kind_old
Fiat,Rare,2012,Hatchback,109989.0,1400.0,Petrol,Automatic,7299.0,10,10998.9,0.06636118157270272,no,no,kind_old
BMW,X5,2002,Crossover,308617.0,3000.0,Diesel,Automatic,10699.0,20,15430.85,0.03466756529938403,no,no,old
Dacia,Logan Mcv,2008,Universal,162972.0,1600.0,Petrol,Manual,5199.0,14,11640.857142857143,0.03190118547971431,no,no,old
Nissan,Qashqai,2010,Crossover,195005.0,1500.0,Diesel,Manual,8499.0,12,16250.416666666666,0.043583497859029256,no,no,old
Renault,Scenic,2008,Hatchback,173000.0,1500.0,Diesel,Manual,3999.0,14,12357.142857142857,0.023115606936416185,no,no,old
Toyota,Corolla,2018,Hatchback,21387.0,2000.0,Petrol,Automatic,16799.0,4,5346.75,0.7854771590218357,no,no,kind_old
Renault,Megane,2013,Universal,196531.0,1500.0,Diesel,Automatic,7899.0,9,21836.777777777777,0.040192132538886996,no,no,kind_old
KIA,Optima,2014,Sedan,58072.0,2000.0,Metan/Propan,Automatic,9999.0,8,7259.0,0.1721828075492492,no,no,kind_old
Opel,Zafira,2003,Universal,283733.0,2000.0,Metan/Propan,Manual,4999.0,19,14933.315789473683,0.017618676713670952,no,no,old
Volvo,XC90,2004,Crossover,400000.0,2400.0,Diesel,Automatic,8699.0,18,22222.222222222223,0.0217475,no,no,old
Land Rover,Freelander,2007,Crossover,239508.0,2200.0,Diesel,Automatic,8599.0,15,15967.2,0.03590276733971308,no,no,old
Toyota,Auris,2014,Universal,173838.0,1800.0,Hybrid,Automatic,10399.0,8,21729.75,0.059820062356907004,no,yes,kind_old
Volkswagen,Jetta,2013,Sedan,293483.0,1400.0,Hybrid,Automatic,8699.0,9,32609.222222222223,0.02964055839690885,no,yes,kind_old
Audi,A6,2012,Sedan,181609.0,2000.0,Hybrid,Automatic,18499.0,10,18160.9,0.10186169187650392,no,yes,kind_old
Land Rover,Range Rover Sport,2017,Crossover,72713.0,2993.0,Diesel,Automatic,47900.0,5,14542.6,0.6587542805275536,yes,no,kind_old
Mercedes,GLK Class,2012,Crossover,169880.0,2200.0,Diesel,Automatic,22499.0,10,16988.0,0.13244054626795385,yes,no,kind_old
Volkswagen,Rare,2013,Pickup,205198.0,2000.0,Diesel,Manual,17999.0,9,22799.777777777777,0.08771527987602218,no,no,kind_old
Renault,Kadjar,2016,Crossover,180880.0,1500.0,Diesel,Automatic,13499.0,6,30146.666666666668,0.0746295886775763,no,no,kind_old
Land Rover,Range Rover,2014,SUV,77000.0,4400.0,Diesel,Automatic,59999.0,8,9625.0,0.7792077922077922,yes,no,kind_old
Skoda,Superb,2017,Sedan,98844.0,2000.0,Diesel,Automatic,22999.0,5,19768.8,0.23267977823641292,no,no,kind_old
Porsche,Cayenne,2010,Crossover,218241.0,3000.0,Diesel,Automatic,29999.0,12,18186.75,0.13745813114859262,yes,no,old
Mercedes,GLC,2016,Crossover,25499.0,2000.0,Petrol,Automatic,27999.0,6,4249.833333333333,1.098043060512177,no,no,kind_old
Toyota,Avensis,2013,Universal,218768.0,2000.0,Diesel,Manual,10799.0,9,24307.555555555555,0.04936279528998757,no,no,kind_old
Renault,Laguna,2008,Universal,412334.0,1500.0,Diesel,Manual,4999.0,14,29452.42857142857,0.012123666736189594,no,no,old
Mercedes,E Class,1995,Sedan,300000.0,2000.0,Metan/Propan,Manual,3599.0,27,11111.111111111111,0.011996666666666666,no,no,old
Mercedes,E Class,2012,Sedan,339285.0,1800.0,Metan/Propan,Automatic,11499.0,10,33928.5,0.03389186082497016,no,no,kind_old
Mercedes,E Class,2011,Sedan,120043.0,1800.0,Metan/Propan,Automatic,11499.0,11,10913.0,0.09579067500812209,no,no,old
Mercedes,E Class,2016,Sedan,49143.0,2000.0,Diesel,Automatic,27999.0,6,8190.5,0.569745436786521,no,no,kind_old
Mercedes,E Class,2016,Sedan,78796.0,2000.0,Petrol,Automatic,31999.0,6,13132.666666666666,0.4060992943804254,no,no,kind_old
Opel,Corsa,2004,Hatchback,220121.0,1000.0,Petrol,Manual,2499.0,18,12228.944444444443,0.01135284684332708,no,no,old
Mercedes,Rare,2018,Coupe,44575.0,2000.0,Petrol,Automatic,39899.0,4,11143.75,0.8950981491867639,no,no,kind_old
Mitsubishi,Outlander,2013,Crossover,173697.0,2000.0,Hybrid,Automatic,13799.0,9,19299.666666666668,0.07944293798971773,no,yes,kind_old
Mercedes,E Class,2011,Sedan,287415.0,1800.0,Metan/Propan,Automatic,11199.0,11,26128.636363636364,0.03896456343614634,no,no,old
Mercedes,E Class,2014,Sedan,82568.0,2000.0,Petrol,Automatic,17999.0,8,10321.0,0.21799002034686563,no,no,kind_old
Mercedes,E Class,2016,Sedan,43604.0,2000.0,Petrol,Automatic,29499.0,6,7267.333333333333,0.6765205027061737,no,no,kind_old
Mercedes,E Class,2012,Sedan,252663.0,1800.0,Metan/Propan,Automatic,11899.0,10,25266.3,0.04709435097343101,no,no,kind_old
Skoda,Octavia,2017,Universal,123995.0,1399.0,Metan/Propan,Automatic,12199.0,5,24799.0,0.09838299931448849,no,no,kind_old
Mercedes,Rare,2014,Coupe,27309.0,1800.0,Petrol,Automatic,18499.0,8,3413.625,0.6773957303453074,no,no,kind_old
Mercedes,S Class,2014,Sedan,121830.0,2987.0,Diesel,Automatic,39900.0,8,15228.75,0.3275055405072642,yes,no,kind_old
Citroen,C3,2012,Hatchback,99535.0,1400.0,Diesel,Manual,5699.0,10,9953.5,0.057256241523082334,no,no,kind_old
BMW,5 Series,1996,Sedan,235470.0,2000.0,Petrol,Manual,2999.0,26,9056.53846153846,0.012736229668322928,no,no,old
Honda,Rare,2018,Sedan,45701.0,1500.0,Plug-in Hybrid,Automatic,18999.0,4,11425.25,0.4157239447714492,no,yes,kind_old
BMW,7 Series,2005,Sedan,282435.0,3000.0,Diesel,Automatic,11299.0,17,16613.823529411766,0.04000566502027015,no,no,old
BMW,5 Series,2011,Sedan,73157.0,2000.0,Petrol,Automatic,15200.0,11,6650.636363636364,0.2077723252730429,no,no,old
Skoda,Superb,2014,Sedan,111780.0,1800.0,Petrol,Automatic,13299.0,8,13972.5,0.1189747718733226,no,no,kind_old
Skoda,Superb,2017,Sedan,171000.0,2000.0,Diesel,Automatic,21499.0,5,34200.0,0.1257251461988304,no,no,kind_old
Toyota,Rav 4,2015,Crossover,151738.0,2494.0,Hybrid,Automatic,20499.0,7,21676.85714285714,0.1350947027112523,yes,yes,kind_old
Skoda,Fabia,2017,Hatchback,27916.0,999.0,Petrol,Manual,7999.0,5,5583.2,0.286538185986531,no,no,kind_old
Volkswagen,Tiguan,2012,Crossover,163417.0,2000.0,Petrol,Automatic,13499.0,10,16341.7,0.08260462497781748,no,no,kind_old
Dacia,Rare,2013,Hatchback,168721.0,900.0,Petrol,Manual,6799.0,9,18746.777777777777,0.04029729553523272,no,no,kind_old
Lexus,GS Series,2010,Sedan,202254.0,3000.0,Petrol,Automatic,9799.0,12,16854.5,0.048448979995451266,no,no,old
Mercedes,S Class,2001,Sedan,350113.0,4000.0,Diesel,Automatic,5999.0,21,16672.04761904762,0.017134468014612426,no,no,old
Mercedes,GLK Class,2009,Crossover,197533.0,2200.0,Diesel,Automatic,14399.0,13,15194.846153846154,0.07289414933201034,yes,no,old
Mercedes,GLE,2019,Crossover,16190.0,2000.0,Diesel,Automatic,71499.0,3,5396.666666666667,4.416244595429277,no,no,kind_old
Mercedes,GLC,2019,Crossover,24659.0,2000.0,Petrol,Automatic,52899.0,3,8219.666666666666,2.1452208118739606,no,no,kind_old
Audi,A8,1998,Sedan,343711.0,2500.0,Diesel,Automatic,5699.0,24,14321.291666666666,0.016580790256930968,no,no,old
Hyundai,Tucson,2016,Crossover,38787.0,1700.0,Diesel,Automatic,17199.0,6,6464.5,0.4434217650243638,no,no,kind_old
Mercedes,S Class,2001,Sedan,324065.0,3222.0,Diesel,Automatic,9999.0,21,15431.666666666666,0.030854921080647402,no,no,old
Skoda,Octavia,2015,Universal,145545.0,1600.0,Diesel,Automatic,11750.0,7,20792.14285714286,0.0807310453811536,no,no,kind_old
Mercedes,Viano,2005,Minivan,550000.0,2200.0,Petrol,Manual,7399.0,17,32352.941176470587,0.013452727272727272,no,no,old
Smart,Rare,2004,Hatchback,180652.0,1300.0,Petrol,Manual,3399.0,18,10036.222222222224,0.018815180568164204,no,no,old
Opel,Astra,2010,Universal,231942.0,1400.0,Petrol,Manual,4699.0,12,19328.5,0.020259375188624744,no,no,old
Toyota,Prius,2012,Hatchback,214986.0,1800.0,Hybrid,Automatic,8750.0,10,21498.6,0.04070032467230424,no,yes,kind_old
Hyundai,Tucson,2015,Crossover,70000.0,1984.0,Diesel,Automatic,18999.0,7,10000.0,0.2714142857142857,no,no,kind_old
BMW,X6,2018,SUV,48800.0,4400.0,Petrol,Automatic,67900.0,4,12200.0,1.3913934426229508,yes,no,kind_old
Chevrolet,Rare,2013,Sedan,155664.0,1400.0,Hybrid,Automatic,9799.0,9,17296.0,0.06294968650426559,no,yes,kind_old
Skoda,Superb,2016,Universal,165852.0,1600.0,Diesel,Automatic,15499.0,6,27642.0,0.09345078744905096,no,no,kind_old
Toyota,Auris,2011,Hatchback,242928.0,1400.0,Diesel,Manual,7399.0,11,22084.36363636364,0.030457584140156754,no,no,old
Fiat,Rare,2017,Hatchback,45984.0,0.0,Electric,Automatic,9299.0,5,9196.8,0.20222251217814893,no,yes,kind_old
BMW,5 Series,2013,Sedan,228048.0,2000.0,Diesel,Automatic,16399.0,9,25338.666666666668,0.07191029958605206,no,no,kind_old
BMW,7 Series,2016,Sedan,100816.0,3000.0,Petrol,Automatic,43999.0,6,16802.666666666668,0.436428741469608,yes,no,kind_old
Dacia,Duster,2018,Crossover,69129.0,1500.0,Diesel,Manual,14299.0,4,17282.25,0.2068451735161799,no,no,kind_old
Mercedes,M Class,2014,Crossover,134499.0,2200.0,Diesel,Automatic,28900.0,8,16812.375,0.2148714860333534,yes,no,kind_old
Volkswagen,Touareg,2010,SUV,229913.0,2996.0,Hybrid,Automatic,16999.0,12,19159.416666666668,0.07393666299861251,yes,yes,old
Renault,Kadjar,2015,Crossover,105180.0,1500.0,Diesel,Automatic,15200.0,7,15025.714285714286,0.14451416619129112,no,no,kind_old
Toyota,Prius,2012,Sedan,177081.0,1800.0,Hybrid,Automatic,9800.0,10,17708.1,0.05534190568158075,no,yes,kind_old
BMW,X6,2009,Crossover,149375.0,3000.0,Petrol,Automatic,17999.0,13,11490.384615384615,0.12049539748953975,yes,no,old
Ford,Focus,2013,Universal,107490.0,998.0,Petrol,Manual,6499.0,9,11943.333333333334,0.06046143827332775,no,no,kind_old
Honda,Accord,2018,Sedan,25371.0,2000.0,Hybrid,Automatic,18999.0,4,6342.75,0.7488471089038666,no,yes,kind_old
Audi,Q5,2017,Crossover,57976.0,2000.0,Petrol,Automatic,21499.0,5,11595.2,0.3708258589761281,no,no,kind_old
Volkswagen,Jetta,2016,Sedan,84620.0,1400.0,Petrol,Automatic,10999.0,6,14103.333333333334,0.1299810919404396,no,no,kind_old
Volkswagen,Passat,2010,Universal,244998.0,1400.0,Metan/Propan,Automatic,7499.0,12,20416.5,0.0306084131299031,no,no,old
Mitsubishi,Rare,2018,Crossover,69518.0,1500.0,Petrol,Automatic,14900.0,4,17379.5,0.2143329785091631,no,no,kind_old
Lexus,RX Series,2005,Crossover,216656.0,3000.0,Metan/Propan,Automatic,9899.0,17,12744.470588235294,0.04568994165866627,no,no,old
BMW,X3,2017,Crossover,40341.0,1986.0,Petrol,Automatic,25499.0,5,8068.2,0.6320864629037456,no,no,kind_old
Suzuki,Rare,2017,Crossover,63525.0,1373.0,Petrol,Automatic,14950.0,5,12705.0,0.23534041715859896,no,no,kind_old
Hyundai,Tucson,2016,Crossover,40248.0,2000.0,Petrol,Automatic,18450.0,6,6708.0,0.45840787119856885,no,no,kind_old
Skoda,Superb,2017,Sedan,90780.0,1400.0,Petrol,Automatic,18499.0,5,18156.0,0.20377836527869575,no,no,kind_old
Toyota,Rav 4,2007,Crossover,196906.0,2000.0,Petrol,Automatic,9850.0,15,13127.066666666668,0.05002386925741217,no,no,old
Mercedes,E Class,2016,Sedan,238907.0,2200.0,Diesel,Automatic,30499.0,6,39817.833333333336,0.12766055410682817,yes,no,kind_old
Toyota,Avensis,2012,Sedan,121953.0,1798.0,Petrol,Manual,13500.0,10,12195.3,0.11069838380359646,no,no,kind_old
Nissan,Rare,2008,Universal,233359.0,1461.0,Diesel,Manual,3999.0,14,16668.5,0.01713668639306819,no,no,old
Volkswagen,Polo,2018,Hatchback,44321.0,999.0,Petrol,Automatic,13339.0,4,11080.25,0.30096342591548025,no,no,kind_old
Hyundai,Sonata,2016,Sedan,183894.0,2000.0,Metan/Propan,Automatic,11999.0,6,30649.0,0.06524954593407072,no,no,kind_old
Opel,Corsa,2012,Hatchback,259254.0,1300.0,Diesel,Manual,5599.0,10,25925.4,0.021596580959213744,no,no,kind_old
BMW,X5,2014,Crossover,108640.0,2993.0,Diesel,Automatic,39999.0,8,13580.0,0.3681793078055965,yes,no,kind_old
Skoda,Octavia,2014,Hatchback,180000.0,1400.0,Petrol,Manual,9099.0,8,22500.0,0.05055,no,no,kind_old
Skoda,Superb,2017,Sedan,59040.0,2000.0,Diesel,Automatic,22999.0,5,11808.0,0.38954945799457996,no,no,kind_old
Toyota,Prius,2011,Hatchback,204216.0,1799.0,Hybrid,Automatic,8599.0,11,18565.090909090908,0.04210737650331022,no,yes,old
Toyota,Auris,2013,Universal,150000.0,1800.0,Hybrid,Automatic,9799.0,9,16666.666666666668,0.06532666666666667,no,yes,kind_old
Skoda,Octavia,2015,Sedan,174590.0,1600.0,Diesel,Automatic,14799.0,7,24941.42857142857,0.08476430494300934,no,no,kind_old
BMW,5 Series,2013,Sedan,169117.0,2000.0,Diesel,Automatic,21500.0,9,18790.777777777777,0.12713092119656805,no,no,kind_old
Toyota,Rare,2010,Crossover,157320.0,3456.0,Petrol,Automatic,17499.0,12,13110.0,0.11123188405797102,yes,no,old
Nissan,Rare,2012,Microvan,117000.0,2299.0,Diesel,Manual,15999.0,10,11700.0,0.13674358974358974,yes,no,kind_old
Mercedes,Vito,2012,Minivan,231000.0,3000.0,Diesel,Automatic,12800.0,10,23100.0,0.05541125541125541,yes,no,kind_old
Smart,Rare,2008,Cabriolet,92000.0,800.0,Diesel,Automatic,5499.0,14,6571.428571428572,0.059771739130434785,no,no,old
Toyota,Rare,2014,Universal,143771.0,1800.0,Hybrid,Automatic,10499.0,8,17971.375,0.0730258536144285,no,yes,kind_old
Audi,Q7,2016,Crossover,115086.0,3000.0,Plug-in Hybrid,Automatic,59900.0,6,19181.0,0.5204803364440506,yes,yes,kind_old
Nissan,Rare,2017,Crossover,10899.0,2000.0,Petrol,Automatic,15899.0,5,2179.8,1.4587576841912102,no,no,kind_old
Volkswagen,Rare,2012,Universal,129285.0,1200.0,Petrol,Manual,7799.0,10,12928.5,0.06032409018834358,no,no,kind_old
Skoda,Octavia,2005,Universal,289230.0,2000.0,Petrol,Automatic,5899.0,17,17013.529411764706,0.020395532966842995,no,no,old
