Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,price/km,luxury,eco,relative_age
Skoda,Octavia,2006,Sedan,228421.0,1595.0,Petrol,Manual,4999.0,16,14276.3125,0.021885028084107853,no,no,old
Opel,Zafira,2012,Minivan,229937.0,1600.0,Metan/Propan,Manual,8199.0,10,22993.7,0.03565759316682396,no,no,kind_old
BMW,7 Series,2013,Sedan,100840.0,3000.0,Petrol,Automatic,25500.0,9,11204.444444444443,0.2528758429194764,yes,no,kind_old
Infiniti,Rare,2014,SUV,98700.0,2500.0,Hybrid,Automatic,21900.0,8,12337.5,0.22188449848024316,yes,yes,kind_old
Chevrolet,Rare,2012,Hatchback,91547.0,995.0,Petrol,Manual,3999.0,10,9154.7,0.04368248003757633,no,no,kind_old
Lexus,IS Series,2017,Sedan,48519.0,2000.0,Petrol,Automatic,24999.0,5,9703.8,0.5152414518023867,no,no,kind_old
Mercedes,E Class,2015,Sedan,81502.0,2143.0,Diesel,Automatic,23399.0,7,11643.142857142857,0.2870972491472602,yes,no,kind_old
Skoda,Superb,2016,Sedan,152571.0,2000.0,Diesel,Automatic,20999.0,6,25428.5,0.1376342817442371,no,no,kind_old
Mercedes,C Class,2014,Sedan,217405.0,2200.0,Diesel,Automatic,18999.0,8,27175.625,0.08738989443665049,yes,no,kind_old
Mercedes,C Class,2014,Sedan,58298.0,1800.0,Petrol,Automatic,13599.0,8,7287.25,0.23326700744450923,no,no,kind_old
BMW,5 Series,2008,Sedan,255434.0,2000.0,Diesel,Manual,9999.0,14,18245.285714285717,0.03914514121064541,no,no,old
Nissan,Qashqai,2014,Crossover,181495.0,1500.0,Diesel,Manual,13299.0,8,22686.875,0.07327474586076752,no,no,kind_old
BMW,7 Series,2018,Sedan,41066.0,3000.0,Diesel,Automatic,56999.0,4,10266.5,1.387985194564847,yes,no,kind_old
Skoda,Fabia,2016,Hatchback,47000.0,1200.0,Petrol,Manual,8699.0,6,7833.333333333333,0.18508510638297873,no,no,kind_old
Infiniti,Rare,2004,Crossover,249204.0,3500.0,Petrol,Automatic,7650.0,18,13844.666666666666,0.03069774160928396,no,no,old
Hyundai,Tucson,2017,Crossover,26439.0,1591.0,Petrol,Automatic,15299.0,5,5287.8,0.5786527478346383,no,no,kind_old
Volkswagen,Touran,2016,Universal,211609.0,2000.0,Diesel,Automatic,15499.0,6,35268.166666666664,0.07324357659645857,no,no,kind_old
Honda,Accord,2013,Sedan,124921.0,1993.0,Plug-in Hybrid,Automatic,12750.0,9,13880.111111111111,0.10206450476701275,no,yes,kind_old
Ford,Mondeo,2016,Sedan,70653.0,2000.0,Hybrid,Automatic,16199.0,6,11775.5,0.2292754730867762,no,yes,kind_old
Audi,Rare,2015,Sedan,65965.0,1798.0,Petrol,Automatic,13999.0,7,9423.57142857143,0.21221860077313726,no,no,kind_old
Suzuki,Rare,2016,Crossover,58780.0,1600.0,Petrol,Manual,10999.0,6,9796.666666666666,0.1871214698877169,no,no,kind_old
BMW,Rare,2020,Crossover,9460.0,2000.0,Petrol,Automatic,28999.0,2,4730.0,3.0654334038054967,no,no,kind_old
Volkswagen,Rare,2006,Hatchback,245455.0,1200.0,Petrol,Manual,2850.0,16,15340.9375,0.011611089609093317,no,no,old
Fiat,Rare,2011,Minivan,229422.0,1369.0,Metan/Propan,Manual,5999.0,11,20856.545454545456,0.026148320562108255,no,no,old
Honda,Accord,2019,Sedan,37104.0,2000.0,Hybrid,Automatic,18990.0,3,12368.0,0.5118046571798189,no,yes,kind_old
Nissan,Rare,2012,Hatchback,216518.0,1500.0,Diesel,Manual,6399.0,10,21651.8,0.029554124830268154,no,no,kind_old
Toyota,Rare,2010,Minivan,284050.0,2500.0,Diesel,Manual,13499.0,12,23670.83333333333,0.047523323358563636,yes,no,old
Audi,Q7,2010,SUV,188000.0,2967.0,Diesel,Automatic,24899.0,12,15666.666666666666,0.13244148936170214,yes,no,old
Renault,Megane,2013,Universal,184266.0,1500.0,Diesel,Manual,6599.0,9,20474.0,0.035812358221267084,no,no,kind_old
BMW,X3,2009,Crossover,197040.0,2000.0,Petrol,Manual,10999.0,13,15156.923076923076,0.05582115306536744,no,no,old
Ford,Rare,2015,Pickup,107714.0,5000.0,Petrol,Automatic,24000.0,7,15387.714285714286,0.222812262101491,yes,no,kind_old
Skoda,Superb,2017,Sedan,160280.0,2000.0,Diesel,Automatic,19699.0,5,32056.0,0.12290366857998503,no,no,kind_old
Nissan,Qashqai,2010,Crossover,191777.0,1461.0,Diesel,Manual,8450.0,12,15981.416666666666,0.044061592370305096,no,no,old
BMW,5 Series,2018,Sedan,54493.0,3000.0,Diesel,Automatic,47999.0,4,13623.25,0.8808287302956344,yes,no,kind_old
Renault,Megane,2016,Hatchback,39383.0,1461.0,Diesel,Manual,9999.0,6,6563.833333333333,0.2538912728842394,no,no,kind_old
BMW,X5,2016,Crossover,73382.0,2000.0,Diesel,Automatic,41999.0,6,12230.333333333334,0.5723338148319751,no,no,kind_old
Skoda,Fabia,2003,Universal,309220.0,1400.0,Petrol,Automatic,3199.0,19,16274.736842105263,0.010345385162667357,no,no,old
Dacia,Logan Mcv,2008,Universal,215373.0,1500.0,Diesel,Manual,4599.0,14,15383.785714285714,0.021353651571924058,no,no,old
Renault,Megane,2011,Universal,129167.0,1500.0,Diesel,Manual,6999.0,11,11742.454545454546,0.054185666617634534,no,no,old
Volkswagen,Passat,2007,Sedan,193853.0,1900.0,Diesel,Manual,5999.0,15,12923.533333333333,0.030946129283529272,no,no,old
Toyota,Rare,2014,Universal,195000.0,1800.0,Hybrid,Automatic,9899.0,8,24375.0,0.05076410256410256,no,yes,kind_old
Mercedes,Vito,2014,Minivan,317923.0,2200.0,Diesel,Manual,13999.0,8,39740.375,0.04403267457843566,yes,no,kind_old
Volvo,Rare,2015,Universal,322542.0,2000.0,Metan/Propan,Automatic,9499.0,7,46077.42857142857,0.029450428161293722,no,no,kind_old
Peugeot,206,2003,Hatchback,253320.0,1360.0,Petrol,Manual,2100.0,19,13332.631578947368,0.008289909995262908,no,no,old
Renault,Scenic,2012,Universal,152592.0,1500.0,Diesel,Automatic,8999.0,10,15259.2,0.058974258152458846,no,no,kind_old
Renault,Kadjar,2017,Crossover,200191.0,1500.0,Diesel,Automatic,13999.0,5,40038.2,0.06992821855128352,no,no,kind_old
Mercedes,S Class,2007,Sedan,226695.0,3500.0,Petrol,Automatic,13999.0,15,15113.0,0.06175257504576634,yes,no,old
Land Rover,Rare,2005,SUV,175103.0,2800.0,Diesel,Manual,13099.0,17,10300.176470588236,0.07480739907368805,yes,no,old
Toyota,Auris,2016,Universal,72569.0,1329.0,Petrol,Manual,8799.0,6,12094.833333333334,0.12125012057490113,no,no,kind_old
Nissan,Qashqai,2014,Crossover,168553.0,1500.0,Diesel,Manual,13999.0,8,21069.125,0.0830539948858816,no,no,kind_old
Skoda,Fabia,2010,Universal,180000.0,1200.0,Diesel,Manual,5199.0,12,15000.0,0.028883333333333334,no,no,old
BMW,3 Series,2013,Sedan,172123.0,2000.0,Petrol,Automatic,12199.0,9,19124.777777777777,0.0708737356425347,no,no,kind_old
Skoda,Fabia,2006,Universal,287876.0,1422.0,Diesel,Manual,4199.0,16,17992.25,0.014586141255262683,no,no,old
Toyota,Auris,2010,Hatchback,173897.0,1400.0,Diesel,Manual,8599.0,12,14491.416666666666,0.04944881165287498,no,no,old
Dacia,Logan,2015,Sedan,280835.0,1200.0,Metan/Propan,Manual,2999.0,7,40119.28571428572,0.0106788683746684,no,no,kind_old
Mercedes,S Class,1994,Coupe,271705.0,4200.0,Metan/Propan,Automatic,4499.0,28,9703.75,0.016558399735006717,no,no,old
Volvo,XC60,2009,Crossover,239907.0,2400.0,Diesel,Automatic,12499.0,13,18454.384615384617,0.0520993551667938,yes,no,old
Lexus,Es Series,2015,Sedan,105981.0,2500.0,Hybrid,Automatic,21999.0,7,15140.142857142857,0.20757494267840462,yes,yes,kind_old
Mercedes,Rare,2006,Cabriolet,146602.0,3500.0,Petrol,Automatic,7399.0,16,9162.625,0.05046997994570333,no,no,old
Honda,Accord,2017,Sedan,106897.0,2000.0,Hybrid,Automatic,17199.0,5,21379.4,0.1608931962543383,no,yes,kind_old
Skoda,Octavia,2011,Universal,214649.0,1200.0,Metan/Propan,Manual,6899.0,11,19513.545454545456,0.032140843889326295,no,no,old
Renault,Logan,2012,Sedan,257882.0,1500.0,Diesel,Manual,5699.0,10,25788.2,0.02209925469788508,no,no,kind_old
Skoda,Octavia,2013,Universal,245008.0,1800.0,Petrol,Manual,10999.0,9,27223.11111111111,0.044892411676353425,no,no,kind_old
Lexus,Es Series,2002,Sedan,242034.0,3000.0,Metan/Propan,Automatic,5899.0,20,12101.7,0.024372608807027112,no,no,old
Opel,Insignia,2010,Sedan,162503.0,1600.0,Petrol,Manual,8499.0,12,13541.916666666666,0.05230057291250008,no,no,old
Volkswagen,Golf,2012,Universal,155048.0,1400.0,Petrol,Automatic,8799.0,10,15504.8,0.056750167690005675,no,no,kind_old
Mercedes,E Class,2006,Sedan,145773.0,1800.0,Petrol,Automatic,10499.0,16,9110.8125,0.07202293977622742,no,no,old
Nissan,Qashqai+2,2012,Crossover,210438.0,1500.0,Diesel,Manual,9499.0,10,21043.8,0.04513918588848022,no,no,kind_old
Toyota,Auris,2015,Universal,168073.0,1800.0,Hybrid,Automatic,12899.0,7,24010.42857142857,0.07674641376068732,no,yes,kind_old
Skoda,Superb,2010,Universal,168361.0,1800.0,Petrol,Automatic,9499.0,12,14030.083333333334,0.05642042990953962,no,no,old
Dacia,Logan Mcv,2014,Universal,178021.0,1500.0,Diesel,Manual,6899.0,8,22252.625,0.03875385488228917,no,no,kind_old
BMW,Rare,2015,Hatchback,30405.0,1499.0,Petrol,Manual,9499.0,7,4343.571428571428,0.3124157210985035,no,no,kind_old
Audi,Q5,2013,Crossover,168147.0,2000.0,Hybrid,Automatic,17999.0,9,18683.0,0.10704324192522019,no,yes,kind_old
Mercedes,E Class,2014,Sedan,166000.0,2200.0,Diesel,Automatic,20999.0,8,20750.0,0.1265,yes,no,kind_old
Renault,Grand Scenic,2016,Universal,162399.0,1500.0,Diesel,Automatic,10199.0,6,27066.5,0.06280211085043627,no,no,kind_old
Smart,Rare,2008,Hatchback,104281.0,799.0,Petrol,Automatic,5699.0,14,7448.642857142857,0.054650415703723594,no,no,old
Mercedes,GLC,2015,Crossover,51000.0,2200.0,Diesel,Automatic,31900.0,7,7285.714285714285,0.6254901960784314,yes,no,kind_old
Audi,A4,2009,Sedan,168073.0,2000.0,Petrol,Automatic,11699.0,13,12928.692307692309,0.06960665901126296,no,no,old
Toyota,Rare,2012,Universal,200000.0,1800.0,Hybrid,Automatic,9999.0,10,20000.0,0.049995,no,yes,kind_old
Volkswagen,Golf,2015,Hatchback,157433.0,1400.0,Plug-in Hybrid,Automatic,13499.0,7,22490.42857142857,0.08574441190855793,no,yes,kind_old
Ford,Focus,2017,Universal,150822.0,1500.0,Diesel,Automatic,9399.0,5,30164.4,0.062318494649321717,no,no,kind_old
Volkswagen,Jetta,2016,Sedan,53587.0,1400.0,Petrol,Automatic,10399.0,6,8931.166666666666,0.19405826039897736,no,no,kind_old
Ford,Mondeo,2015,Universal,179052.0,1500.0,Diesel,Manual,11599.0,7,25578.85714285714,0.06478006389205371,no,no,kind_old
Honda,CR-V,2010,Crossover,199462.0,2200.0,Diesel,Automatic,13499.0,12,16621.833333333332,0.06767705126791068,yes,no,old
Citroen,Rare,2013,Hatchback,189983.0,1400.0,Diesel,Automatic,7999.0,9,21109.222222222223,0.04210376717916866,no,no,kind_old
Toyota,Yaris,2012,Hatchback,20721.0,1329.0,Petrol,Automatic,9999.0,10,2072.1,0.4825539307948458,no,no,kind_old
Mercedes,Rare,2011,Cabriolet,41353.0,1800.0,Petrol,Automatic,20999.0,11,3759.363636363637,0.5077987086789351,no,no,old
Chevrolet,Rare,2018,Sedan,63641.0,1500.0,Hybrid,Automatic,13499.0,4,15910.25,0.2121116890055153,no,yes,kind_old
Ford,Focus,2017,Universal,112000.0,1500.0,Diesel,Manual,8299.0,5,22400.0,0.07409821428571428,no,no,kind_old
Opel,Combo,2011,Universal,164000.0,1300.0,Diesel,Manual,4199.0,11,14909.09090909091,0.025603658536585364,no,no,old
Hyundai,Rare,2013,Hatchback,122800.0,1600.0,Petrol,Automatic,7800.0,9,13644.444444444443,0.06351791530944625,no,no,kind_old
Dacia,Logan,2014,Sedan,228800.0,1200.0,Metan/Propan,Manual,1700.0,8,28600.0,0.00743006993006993,no,no,kind_old
Honda,CR-V,2004,SUV,205000.0,2000.0,Petrol,Manual,6999.0,18,11388.888888888889,0.03414146341463414,no,no,old
Mercedes,S Class,1981,Sedan,100000.0,2800.0,Petrol,Automatic,3600.0,41,2439.0243902439024,0.036,no,no,old
Hyundai,Sonata,2017,Sedan,17000.0,2000.0,Hybrid,Automatic,15900.0,5,3400.0,0.9352941176470588,no,yes,kind_old
Chevrolet,Rare,2016,Coupe,95000.0,3600.0,Petrol,Automatic,13950.0,6,15833.333333333334,0.14684210526315788,yes,no,kind_old
Audi,Q5,2013,SUV,171350.0,2000.0,Hybrid,Automatic,17900.0,9,19038.88888888889,0.10446454625036475,no,yes,kind_old
Toyota,Auris,2012,Hatchback,115700.0,1400.0,Diesel,Manual,7350.0,10,11570.0,0.06352636127917027,no,no,kind_old
BMW,5 Series,2010,Sedan,200000.0,2000.0,Diesel,Automatic,15000.0,12,16666.666666666668,0.075,no,no,old
Mercedes,GLC,2016,SUV,126000.0,2143.0,Diesel,Automatic,32500.0,6,21000.0,0.25793650793650796,yes,no,kind_old
BMW,3 Series,1993,Sedan,55866.0,1600.0,Petrol,Manual,1750.0,29,1926.4137931034484,0.031324956145061394,no,no,old
Renault,Megane,2006,Universal,200000.0,110.0,Diesel,Manual,3000.0,16,12500.0,0.015,no,no,old
Toyota,Corolla,2006,Hatchback,234500.0,1400.0,Diesel,Manual,5600.0,16,14656.25,0.023880597014925373,no,no,old
Toyota,Avensis,2012,Sedan,150950.0,1800.0,Petrol,Manual,10600.0,10,15095.0,0.07022192779065915,no,no,kind_old
Mercedes,E Class,2005,Sedan,111111.0,1800.0,Metan/Propan,Automatic,6500.0,17,6535.941176470588,0.0585000585000585,no,no,old
Volkswagen,Passat,1991,Sedan,283000.0,2000.0,Petrol,Manual,2200.0,31,9129.032258064515,0.0077738515901060075,no,no,old
Toyota,Avensis,2011,Sedan,176000.0,2000.0,Diesel,Manual,9200.0,11,16000.0,0.05227272727272727,no,no,old
Volkswagen,Transporter,1986,Minivan,100000.0,2400.0,Diesel,Manual,2000.0,36,2777.777777777778,0.02,no,no,old
Mercedes,E Class,2003,Sedan,350000.0,2200.0,Diesel,Automatic,2400.0,19,18421.052631578947,0.006857142857142857,no,no,old
Dacia,Logan Mcv,2018,Universal,99100.0,1500.0,Diesel,Manual,9250.0,4,24775.0,0.09334006054490414,no,no,kind_old
BMW,5 Series,1983,Sedan,305000.0,1800.0,Petrol,Manual,600.0,39,7820.51282051282,0.0019672131147540984,no,no,old
Toyota,Camry,2013,Sedan,81000.0,2500.0,Hybrid,Automatic,11900.0,9,9000.0,0.1469135802469136,no,yes,kind_old
Skoda,Fabia,2015,Combi,140000.0,1400.0,Diesel,Automatic,7999.0,7,20000.0,0.05713571428571428,no,no,kind_old
Mazda,6,2006,Sedan,270000.0,2300.0,Petrol,Manual,6200.0,16,16875.0,0.022962962962962963,no,no,old
Fiat,Rare,2009,Microvan,160000.0,1300.0,Diesel,Manual,5300.0,13,12307.692307692309,0.033125,no,no,old
Renault,Talisman,2018,Universal,176000.0,1500.0,Diesel,Automatic,11599.0,4,44000.0,0.0659034090909091,no,no,kind_old
Audi,80,1989,Universal,260000.0,1800.0,Petrol,Manual,1300.0,33,7878.787878787879,0.005,no,no,old
BMW,3 Series,2013,Sedan,240000.0,2000.0,Diesel,Automatic,15300.0,9,26666.666666666668,0.06375,no,no,kind_old
Volkswagen,Polo,2000,Universal,110000.0,1600.0,Petrol,Manual,2300.0,22,5000.0,0.02090909090909091,no,no,old
Nissan,Rare,1992,Hatchback,123456.0,1390.0,Petrol,Manual,600.0,30,4115.2,0.004860031104199067,no,no,old
Mercedes,Vito,1997,Minivan,362752.0,2300.0,Diesel,Manual,3500.0,25,14510.08,0.009648465067043048,no,no,old
Toyota,Land Cruiser Prado,2008,SUV,211000.0,4000.0,Metan/Propan,Automatic,13500.0,14,15071.42857142857,0.06398104265402843,yes,no,old
Ford,Rare,1994,Sedan,220000.0,1400.0,Metan/Propan,Manual,1500.0,28,7857.142857142857,0.006818181818181818,no,no,old
BMW,5 Series,2001,Universal,30000.0,300.0,Diesel,Manual,1000.0,21,1428.571428571429,0.03333333333333333,no,no,old
Mercedes,E Class,1998,Sedan,350000.0,1998.0,Petrol,Manual,3500.0,24,14583.333333333334,0.01,no,no,old
Mercedes,E Class,2012,Sedan,389000.0,2000.0,Metan/Propan,Automatic,12800.0,10,38900.0,0.032904884318766064,no,no,kind_old
BMW,5 Series,2014,Sedan,217000.0,2000.0,Diesel,Automatic,16999.0,8,27125.0,0.07833640552995391,no,no,kind_old
Ford,C-Max,2004,Universal,211111.0,1600.0,Diesel,Manual,3400.0,18,11728.388888888889,0.01610527163435349,no,no,old
Volvo,S60,2007,Sedan,223000.0,2000.0,Petrol,Manual,5190.0,15,14866.666666666666,0.02327354260089686,no,no,old
Opel,Astra,2011,Universal,230000.0,1300.0,Diesel,Manual,6500.0,11,20909.090909090908,0.02826086956521739,no,no,old
Hyundai,Accent,2003,Hatchback,220000.0,1300.0,Petrol,Manual,2000.0,19,11578.947368421052,0.00909090909090909,no,no,old
Volvo,XC60,2016,SUV,166000.0,2400.0,Diesel,Automatic,20902.0,6,27666.666666666668,0.12591566265060242,yes,no,kind_old
Audi,A6,2006,Sedan,280000.0,200.0,Diesel,Manual,7500.0,16,17500.0,0.026785714285714284,no,no,old
Peugeot,Rare,2004,Minivan,245638.0,2200.0,Diesel,Manual,1150.0,18,13646.555555555557,0.004681686058346022,no,no,old
Audi,A8,1996,Sedan,415000.0,3700.0,Metan/Propan,Automatic,3400.0,26,15961.53846153846,0.00819277108433735,no,no,old
Honda,Civic,2009,Sedan,204000.0,1300.0,Metan/Propan,Automatic,5600.0,13,15692.307692307691,0.027450980392156862,no,no,old
Volkswagen,Golf,2000,Coupe,399999.0,1800.0,Petrol,Manual,2999.0,22,18181.772727272728,0.007497518743796859,no,no,old
Mercedes,Rare,2000,Cabriolet,270000.0,2000.0,Petrol,Manual,4250.0,22,12272.727272727272,0.01574074074074074,no,no,old
Audi,A6,2005,Sedan,124000.0,2400.0,Petrol,Automatic,7600.0,17,7294.117647058823,0.06129032258064516,no,no,old
Land Rover,Rare,2017,SUV,65665.0,2993.0,Diesel,Automatic,41800.0,5,13133.0,0.6365643798065941,yes,no,kind_old
Ford,Fusion,2014,Sedan,117000.0,2000.0,Petrol,Automatic,9350.0,8,14625.0,0.07991452991452991,no,no,kind_old
Audi,A6,2008,Universal,220000.0,2000.0,Diesel,Automatic,9600.0,14,15714.285714285714,0.04363636363636364,no,no,old
BMW,3 Series,2009,Sedan,200852.0,2000.0,Diesel,Manual,8500.0,13,15450.153846153846,0.0423197180013144,no,no,old
BMW,3 Series,2004,Sedan,323536.0,2200.0,Metan/Propan,Automatic,5800.0,18,17974.222222222223,0.017926907670243807,no,no,old
Mazda,626,1999,Universal,236000.0,2000.0,Metan/Propan,Manual,2300.0,23,10260.869565217392,0.009745762711864408,no,no,old
Audi,Q5,2016,Crossover,195000.0,2000.0,Diesel,Automatic,21500.0,6,32500.0,0.11025641025641025,no,no,kind_old
Volkswagen,Passat,2003,Universal,285000.0,2000.0,Metan/Propan,Manual,3450.0,19,15000.0,0.012105263157894737,no,no,old
Opel,Astra,2005,Universal,236000.0,1900.0,Diesel,Automatic,2500.0,17,13882.35294117647,0.01059322033898305,no,no,old
Toyota,Avensis,2004,Universal,123000.0,1800.0,Petrol,Manual,5300.0,18,6833.333333333333,0.043089430894308944,no,no,old
Porsche,Rare,2017,Crossover,70000.0,1984.0,Petrol,Automatic,37750.0,5,14000.0,0.5392857142857143,no,no,kind_old
Volkswagen,Tiguan,2009,Crossover,189000.0,1400.0,Petrol,Manual,8600.0,13,14538.46153846154,0.0455026455026455,no,no,old
Ford,Fusion,2009,Hatchback,187000.0,1400.0,Diesel,Manual,3400.0,13,14384.615384615385,0.01818181818181818,no,no,old
Audi,A8,1999,Sedan,356000.0,2500.0,Diesel,Automatic,4500.0,23,15478.260869565218,0.012640449438202247,no,no,old
Toyota,Rare,2012,Hatchback,163000.0,1400.0,Diesel,Automatic,2899.0,10,16300.0,0.01778527607361963,no,no,kind_old
Opel,Vectra,1995,Sedan,119119.0,1600.0,Metan/Propan,Manual,1150.0,27,4411.814814814815,0.009654211334883605,no,no,old
Skoda,Octavia,2005,Sedan,119119.0,1600.0,Metan/Propan,Manual,2350.0,17,7007.0,0.01972817098867519,no,no,old
Volkswagen,Golf,1995,Hatchback,185546.0,1800.0,Metan/Propan,Manual,1200.0,27,6872.074074074074,0.00646739891994438,no,no,old
Vaz,Rare,2008,Sedan,50777.0,1600.0,Metan/Propan,Manual,1350.0,14,3626.928571428572,0.026586840498650965,no,no,old
Volkswagen,Rare,2003,Sedan,185000.0,1800.0,Metan/Propan,Manual,1900.0,19,9736.842105263158,0.01027027027027027,no,no,old
Volkswagen,Passat,2004,Sedan,150333.0,1900.0,Diesel,Manual,2850.0,18,8351.833333333334,0.01895791343218056,no,no,old
Skoda,Fabia,2007,Universal,125000.0,1400.0,Diesel,Manual,2300.0,15,8333.333333333334,0.0184,no,no,old
Opel,Corsa,2004,Hatchback,119119.0,1500.0,Diesel,Manual,1000.0,18,6617.722222222223,0.008394966378159655,no,no,old
Mercedes,Vito,2016,Microvan,40000.0,2200.0,Diesel,Manual,7999.0,6,6666.666666666667,0.199975,no,no,kind_old
Honda,Accord,1996,Sedan,420000.0,1800.0,Metan/Propan,Manual,1800.0,26,16153.846153846154,0.004285714285714286,no,no,old
Opel,Zafira,2003,Microvan,435000.0,1600.0,Petrol,Manual,2800.0,19,22894.736842105263,0.006436781609195402,no,no,old
Volkswagen,Jetta,2002,Sedan,200000.0,2000.0,Petrol,Manual,3100.0,20,10000.0,0.0155,no,no,old
Dacia,Sandero,2009,Hatchback,165000.0,1400.0,Petrol,Manual,1500.0,13,12692.307692307691,0.00909090909090909,no,no,old
Mercedes,GLK Class,2013,SUV,225500.0,220.0,Diesel,Automatic,18500.0,9,25055.555555555555,0.082039911308204,no,no,kind_old
Skoda,Fabia,2011,Universal,193000.0,1200.0,Diesel,Manual,4700.0,11,17545.454545454544,0.024352331606217616,no,no,old
Ford,Rare,2017,Crossover,51254.0,1500.0,Petrol,Automatic,12800.0,5,10250.8,0.24973660592344013,no,no,kind_old
Ford,Focus,2012,Universal,183000.0,1000.0,Petrol,Manual,5500.0,10,18300.0,0.030054644808743168,no,no,kind_old
Dacia,Logan,2007,Sedan,500000.0,1400.0,Metan/Propan,Manual,2650.0,15,33333.333333333336,0.0053,no,no,old
Mercedes,Rare,2008,SUV,285000.0,3000.0,Diesel,Automatic,15500.0,14,20357.14285714286,0.054385964912280704,yes,no,old
Volkswagen,Golf,2010,Hatchback,145000.0,1400.0,Petrol,Automatic,7900.0,12,12083.333333333334,0.05448275862068966,no,no,old
Volkswagen,Golf,2009,Hatchback,135000.0,1400.0,Petrol,Automatic,7700.0,13,10384.615384615385,0.05703703703703704,no,no,old
BMW,7 Series,2005,Sedan,109000.0,3000.0,Diesel,Automatic,6600.0,17,6411.764705882353,0.060550458715596334,no,no,old
Toyota,Prius,2008,Sedan,232000.0,1500.0,Hybrid,Automatic,5999.0,14,16571.428571428572,0.025857758620689654,no,yes,old
Volkswagen,Golf,2000,Combi,111111.0,1400.0,Petrol,Manual,2000.0,22,5050.5,0.018000018000018,no,no,old
Mercedes,C Class,1995,Sedan,400000.0,1800.0,Petrol,Manual,2900.0,27,14814.814814814816,0.00725,no,no,old
KIA,Rio,2004,Coupe,153300.0,1300.0,Petrol,Manual,1700.0,18,8516.666666666666,0.011089367253750815,no,no,old
Toyota,Avensis,2005,Universal,400000.0,2000.0,Diesel,Manual,897.0,17,23529.41176470588,0.0022425,no,no,old
Renault,Rare,2012,Sedan,49000.0,100.0,Electric,Automatic,7760.0,10,4900.0,0.15836734693877552,no,yes,kind_old
Peugeot,206,2001,Hatchback,300000.0,1400.0,Petrol,Manual,1500.0,21,14285.714285714286,0.005,no,no,old
Volvo,S60,2015,Sedan,85000.0,2000.0,Petrol,Automatic,14000.0,7,12142.857142857143,0.16470588235294117,no,no,kind_old
Ford,Fusion,2003,Hatchback,210000.0,1400.0,Diesel,Automatic,2999.0,19,11052.631578947368,0.01428095238095238,no,no,old
Mitsubishi,Rare,2009,Hatchback,186000.0,1300.0,Petrol,Automatic,5000.0,13,14307.692307692309,0.026881720430107527,no,no,old
Volvo,Rare,2008,Universal,300000.0,2000.0,Diesel,Manual,4350.0,14,21428.571428571428,0.0145,no,no,old
Volkswagen,Passat,1991,Sedan,230000.0,1800.0,Petrol,Manual,19500.0,31,7419.354838709677,0.08478260869565217,no,no,old
Volkswagen,Passat,1990,Sedan,222790.0,1900.0,Diesel,Manual,1500.0,32,6962.1875,0.006732797701871717,no,no,old
Lexus,CT Series,2011,Hatchback,200000.0,1798.0,Hybrid,Automatic,11699.0,11,18181.81818181818,0.058495,no,yes,old
Volkswagen,Passat,2013,Universal,225000.0,1390.0,Metan/Propan,Automatic,6500.0,9,25000.0,0.028888888888888888,no,no,kind_old
Dacia,Logan,2009,Universal,400000.0,1400.0,Metan/Propan,Manual,3800.0,13,30769.23076923077,0.0095,no,no,old
Mitsubishi,Outlander,2015,Crossover,190000.0,2000.0,Plug-in Hybrid,Automatic,12900.0,7,27142.85714285714,0.06789473684210526,no,yes,kind_old
BMW,7 Series,2006,Sedan,366007.0,3000.0,Diesel,Automatic,10100.0,16,22875.4375,0.02759510064015169,no,no,old
Toyota,Corolla,2005,Universal,232162.0,1995.0,Diesel,Manual,5250.0,17,13656.588235294115,0.022613519869746124,no,no,old
Toyota,Corolla,2019,Hatchback,21150.0,1998.0,Petrol,Automatic,15450.0,3,7050.0,0.7304964539007093,no,no,kind_old
BMW,Rare,2016,Sedan,103450.0,1998.0,Petrol,Automatic,19450.0,6,17241.666666666668,0.18801353310778154,no,no,kind_old
Honda,CR-V,2007,Crossover,257000.0,2200.0,Diesel,Manual,10400.0,15,17133.333333333332,0.04046692607003891,no,no,old
Mercedes,Rare,1998,Coupe,222222.0,3200.0,Petrol,Automatic,4300.0,24,9259.25,0.01935001935001935,no,no,old
Opel,Corsa,2003,Hatchback,250000.0,1300.0,Diesel,Manual,2000.0,19,13157.894736842103,0.008,no,no,old
Volkswagen,Touareg,2005,SUV,277000.0,3000.0,Diesel,Automatic,2800.0,17,16294.117647058823,0.010108303249097473,no,no,old
Renault,Megane,2008,Universal,253000.0,1500.0,Diesel,Manual,4200.0,14,18071.42857142857,0.016600790513833993,no,no,old
Volkswagen,Passat CC,2010,Sedan,140300.0,2000.0,Petrol,Manual,8000.0,12,11691.666666666666,0.05702066999287242,no,no,old
Hyundai,Rare,2012,Hatchback,200000.0,1400.0,Diesel,Manual,6000.0,10,20000.0,0.03,no,no,kind_old
Seat,Rare,2003,Sedan,200000.0,1600.0,Petrol,Manual,2800.0,19,10526.315789473683,0.014,no,no,old
Nissan,Micra,1995,Hatchback,298000.0,1275.0,Petrol,Manual,650.0,27,11037.037037037036,0.002181208053691275,no,no,old
Volvo,XC60,2015,Crossover,144000.0,2400.0,Diesel,Manual,20600.0,7,20571.42857142857,0.14305555555555555,yes,no,kind_old
