Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,price/km,luxury,eco,relative_age
40,103,2019,3,19000.0,2500.0,2,0,30000.0,3,6333.333333333333,1.5789473684210527,1,1,0
43,133,2015,9,155000.0,1996.0,4,0,27800.0,7,22142.85714285714,0.17935483870967742,0,0,0
20,36,2016,4,64000.0,1798.0,2,0,16000.0,6,10666.666666666666,0.25,0,1,0
31,102,2011,4,174000.0,1461.0,0,1,4550.0,11,15818.181818181818,0.026149425287356323,0,0,1
40,24,2010,4,187000.0,1400.0,0,1,6500.0,12,15583.333333333334,0.034759358288770054,0,0,1
40,24,2007,4,235000.0,1500.0,0,1,5400.0,15,15666.666666666666,0.02297872340425532,0,0,1
2,12,2017,10,92000.0,2993.0,0,0,45000.0,5,18400.0,0.4891304347826087,1,0,0
42,37,2014,6,180000.0,1600.0,0,1,5800.0,8,22500.0,0.03222222222222222,0,0,0
28,46,2011,4,125000.0,1300.0,0,1,3750.0,11,11363.636363636364,0.03,0,0,1
13,35,2013,3,192000.0,2200.0,0,0,17500.0,9,21333.33333333333,0.09114583333333333,1,0,0
25,102,1995,6,300000.0,2000.0,3,1,2500.0,27,11111.111111111111,0.008333333333333333,0,0,1
42,91,2007,4,240000.0,1400.0,0,1,3750.0,15,16000.0,0.015625,0,0,1
14,108,2015,3,161000.0,2000.0,0,0,18000.0,7,23000.0,0.11180124223602485,0,0,0
22,10,2014,10,230000.0,2200.0,0,0,13000.0,8,28750.0,0.05652173913043478,1,0,0
42,37,2015,5,152000.0,1600.0,0,1,10300.0,7,21714.285714285717,0.06776315789473684,0,0,0
2,9,2006,10,312000.0,2500.0,4,0,7800.0,16,19500.0,0.025,0,0,1
2,9,2002,10,251000.0,2499.0,0,1,4650.0,20,12550.0,0.01852589641434263,0,0,1
23,48,2019,10,50000.0,2200.0,0,0,37000.0,3,16666.666666666668,0.74,1,0,0
42,61,2009,11,180000.0,1400.0,4,1,5300.0,13,13846.153846153846,0.029444444444444443,0,0,1
40,44,2007,11,226000.0,1400.0,0,1,5500.0,15,15066.666666666666,0.024336283185840708,0,0,1
1,15,2004,0,200000.0,1800.0,4,0,6500.0,18,11111.111111111111,0.0325,0,0,1
